22-08-2017	00:00:00	-5.14
22-08-2017	00:01:00	-4.61
22-08-2017	00:02:00	-5.43
22-08-2017	00:03:00	-5.47
22-08-2017	00:04:00	-5.63
22-08-2017	00:05:00	-5.57
22-08-2017	00:06:00	-5.64
22-08-2017	00:07:00	-5.75
22-08-2017	00:08:00	-5.83
22-08-2017	00:09:00	-6.06
22-08-2017	00:10:00	-6.15
22-08-2017	00:11:00	-6.01
22-08-2017	00:12:00	-5.78
22-08-2017	00:13:00	-5.58
22-08-2017	00:14:00	-5.54
22-08-2017	00:15:00	-5.51
22-08-2017	00:16:00	-5.47
22-08-2017	00:17:00	-5.44
22-08-2017	00:18:00	-5.46
22-08-2017	00:19:00	-5.5
22-08-2017	00:20:00	-5.55
22-08-2017	00:21:00	-5.6
22-08-2017	00:22:00	-5.37
22-08-2017	00:23:00	-5.33
22-08-2017	00:24:00	-5.22
22-08-2017	00:25:00	-5.38
22-08-2017	00:26:00	-5.37
22-08-2017	00:27:00	-5.4
22-08-2017	00:28:00	-5.5
22-08-2017	00:29:00	-5.49
22-08-2017	00:30:00	-5.43
22-08-2017	00:31:00	-5.14
22-08-2017	00:32:00	-5.09
22-08-2017	00:33:00	-5.18
22-08-2017	00:34:00	-5.2
22-08-2017	00:35:00	-5.21
22-08-2017	00:36:00	-5.13
22-08-2017	00:37:00	-5.13
22-08-2017	00:38:00	-5.1
22-08-2017	00:39:00	-5.07
22-08-2017	00:40:00	-4.36
22-08-2017	00:41:00	-3.65
22-08-2017	00:42:00	-2.13
22-08-2017	00:43:00	-2.32
22-08-2017	00:44:00	-1.8
22-08-2017	00:45:00	-0.41
22-08-2017	00:46:00	1.69
22-08-2017	00:47:00	1.55
22-08-2017	00:48:00	1.95
22-08-2017	00:49:00	0.25
22-08-2017	00:50:00	-0.67
22-08-2017	00:51:00	-2.85
22-08-2017	00:52:00	-2.7
22-08-2017	00:53:00	-2.87
22-08-2017	00:54:00	-3.06
22-08-2017	00:55:00	-3.19
22-08-2017	00:56:00	-2.99
22-08-2017	00:57:00	-3.65
22-08-2017	00:58:00	-3.73
22-08-2017	00:59:00	-4.07
22-08-2017	01:00:00	-4.2
22-08-2017	01:01:00	-3.77
22-08-2017	01:02:00	-3.54
22-08-2017	01:03:00	-3.06
22-08-2017	01:04:00	-3.09
22-08-2017	01:05:00	-2.51
22-08-2017	01:06:00	-2.67
22-08-2017	01:07:00	-3.06
22-08-2017	01:08:00	-3.06
22-08-2017	01:09:00	-3.11
22-08-2017	01:10:00	-3.84
22-08-2017	01:11:00	-4.03
22-08-2017	01:12:00	-4.06
22-08-2017	01:13:00	-3.87
22-08-2017	01:14:00	-4.01
22-08-2017	01:15:00	-4.01
22-08-2017	01:16:00	-3.6
22-08-2017	01:17:00	-3.59
22-08-2017	01:18:00	-3.79
22-08-2017	01:19:00	-3.9
22-08-2017	01:20:00	-4.15
22-08-2017	01:21:00	-3.96
22-08-2017	01:22:00	-3.65
22-08-2017	01:23:00	-3.53
22-08-2017	01:24:00	-3.77
22-08-2017	01:25:00	-4.06
22-08-2017	01:26:00	-4.2
22-08-2017	01:27:00	-4.24
22-08-2017	01:28:00	-4.55
22-08-2017	01:29:00	-4.84
22-08-2017	01:30:00	-4.65
22-08-2017	01:31:00	-4.23
22-08-2017	01:32:00	-4.09
22-08-2017	01:33:00	-4.47
22-08-2017	01:34:00	-4.41
22-08-2017	01:35:00	-4.11
22-08-2017	01:36:00	-3.81
22-08-2017	01:37:00	-3.52
22-08-2017	01:38:00	-4.44
22-08-2017	01:39:00	-4.4
22-08-2017	01:40:00	-4.43
22-08-2017	01:41:00	-3.81
22-08-2017	01:42:00	-4.07
22-08-2017	01:43:00	-4.98
22-08-2017	01:44:00	-5.01
22-08-2017	01:45:00	-5
22-08-2017	01:46:00	-4.6
22-08-2017	01:47:00	-4.64
22-08-2017	01:48:00	-4.47
22-08-2017	01:49:00	-4.04
22-08-2017	01:50:00	-4.33
22-08-2017	01:51:00	-4.52
22-08-2017	01:52:00	-4.47
22-08-2017	01:53:00	-4.33
22-08-2017	01:54:00	-4.23
22-08-2017	01:55:00	-4.13
22-08-2017	01:56:00	-3.83
22-08-2017	01:57:00	-4.34
22-08-2017	01:58:00	-4.24
22-08-2017	01:59:00	-4.25
22-08-2017	02:00:00	-4.38
22-08-2017	02:01:00	-4.1
22-08-2017	02:02:00	-4.23
22-08-2017	02:03:00	-4.3
22-08-2017	02:04:00	-4.18
22-08-2017	02:05:00	-4.02
22-08-2017	02:06:00	-4.78
22-08-2017	02:07:00	-4.44
22-08-2017	02:08:00	-4.42
22-08-2017	02:09:00	-2.66
22-08-2017	02:10:00	-3.03
22-08-2017	02:11:00	-3.63
22-08-2017	02:12:00	-3.94
22-08-2017	02:13:00	-4.36
22-08-2017	02:14:00	-4.53
22-08-2017	02:15:00	-4.8
22-08-2017	02:16:00	-5.03
22-08-2017	02:17:00	-4.89
22-08-2017	02:18:00	-4.86
22-08-2017	02:19:00	-4.88
22-08-2017	02:20:00	-4.91
22-08-2017	02:21:00	-4.93
22-08-2017	02:22:00	-4.91
22-08-2017	02:23:00	-4.9
22-08-2017	02:24:00	-5
22-08-2017	02:25:00	-5.1
22-08-2017	02:26:00	-5.03
22-08-2017	02:27:00	-4.94
22-08-2017	02:28:00	-4.79
22-08-2017	02:29:00	-4.73
22-08-2017	02:30:00	-4.99
22-08-2017	02:31:00	-4.57
22-08-2017	02:32:00	-4.43
22-08-2017	02:33:00	-4.42
22-08-2017	02:34:00	-4.21
22-08-2017	02:35:00	-4.06
22-08-2017	02:36:00	-3.88
22-08-2017	02:37:00	-3.78
22-08-2017	02:38:00	-4.65
22-08-2017	02:39:00	-4.93
22-08-2017	02:40:00	-5.01
22-08-2017	02:41:00	-4.88
22-08-2017	02:42:00	-4.25
22-08-2017	02:43:00	-4.52
22-08-2017	02:44:00	-5.09
22-08-2017	02:45:00	-4.13
22-08-2017	02:46:00	-3.65
22-08-2017	02:47:00	-3.24
22-08-2017	02:48:00	-2.91
22-08-2017	02:49:00	-2.87
22-08-2017	02:50:00	-4.7
22-08-2017	02:51:00	-5
22-08-2017	02:52:00	-4.63
22-08-2017	02:53:00	-4.32
22-08-2017	02:54:00	-4.26
22-08-2017	02:55:00	-5.06
22-08-2017	02:56:00	-5.29
22-08-2017	02:57:00	-5.19
22-08-2017	02:58:00	-5.37
22-08-2017	02:59:00	-5.53
22-08-2017	03:00:00	-5.48
22-08-2017	03:01:00	-5.5
22-08-2017	03:02:00	-5.47
22-08-2017	03:03:00	-5.53
22-08-2017	03:04:00	-5.33
22-08-2017	03:05:00	-5.33
22-08-2017	03:06:00	-5.2
22-08-2017	03:07:00	-5.1
22-08-2017	03:08:00	-5.28
22-08-2017	03:09:00	-5.24
22-08-2017	03:10:00	-5.37
22-08-2017	03:11:00	-4.87
22-08-2017	03:12:00	-4.92
22-08-2017	03:13:00	-5.03
22-08-2017	03:14:00	-4.84
22-08-2017	03:15:00	-4.78
22-08-2017	03:16:00	-4.72
22-08-2017	03:17:00	-4.75
22-08-2017	03:18:00	-4.52
22-08-2017	03:19:00	-4.31
22-08-2017	03:20:00	-4.27
22-08-2017	03:21:00	-4.13
22-08-2017	03:22:00	-4.19
22-08-2017	03:23:00	-4.24
22-08-2017	03:24:00	-4.04
22-08-2017	03:25:00	-3.99
22-08-2017	03:26:00	-3.94
22-08-2017	03:27:00	-3.71
